"DEPARTAMENTO_PRESTACION","MUNICIPIO_PRESTACION","SERVICIO","ESTADO","NOMBRE","NIT","DEPARTAMENTO_DOMICILIO","MUNICIPIO_DOMICILIO","DIRECCION","TELEFONO","EMAIL","TIPO_INSCRIPCION","REPRESENTANTE_LEGAL","TIPO_PRESTADOR","CLASIFICACION"
"ANTIOQUIA","SAN PEDRO DE LOS MILAGROS","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO VEREDA ALTO MEDINA DE SAN PEDRO DE LOS MILAGROS","811013390-6","ANTIOQUIA","SAN PEDRO DE LOS MILAGROS","VEREDA ALTO DE MEDINA","8686173","acueductoaltomedina@gmail.com","Registro por la ESP","AMANDA DE JESUS GONZALEZ AGUDELO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"BOLIVAR","CICUCO","ACUEDUCTO","OPERATIVA","EMPRESA DE SERVICIOS PUBLICOS DE CICUCO BOLIVAR E.S.P.","800256640-5","BOLIVAR","CICUCO","Calle 7 Nº 3a - 50","2996488","dubasco@hotmail.com","Registro por la ESP","NORELVA TURIZO QUEVEDO","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MENOR O IGUAL A 2500 USUARIOS"
"ANTIOQUIA","GIRARDOTA","ACUEDUCTO","OPERATIVA","Asociación de Usuarios del Acueducto vereda La Palma Municipio de Girardota","811034123-6","ANTIOQUIA","GIRARDOTA","Vereda La Palma","4675125","jguz51@latinmail.com","Registro por la ESP","JESUS ANIBAL RUA CATAÑO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
,,"Inscripción Oficio Delegada AAA",,"ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO VEREDAL EL OSO","811045182-8","HUILA","PALERMO","PALACIO MUNICIPAL",,,"Registro por oficio","REPRESENTANTE LEGAL",,
"SANTANDER","VILLANUEVA","ACUEDUCTO","OPERATIVA","MUNICIPIO DE VILLANUEVA","890206250-1","SANTANDER","VILLANUEVA","CARRERA 15 # 13-27","7166216","ALCALDIA@VILLANUEVA-SANTANDER.GOV.CO","Registro por la ESP","JOSE ALFREDO JIMENEZ BARON","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"SANTANDER","VILLANUEVA","ALCANTARILLADO","OPERATIVA","MUNICIPIO DE VILLANUEVA","890206250-1","SANTANDER","VILLANUEVA","CARRERA 15 # 13-27","7166216","ALCALDIA@VILLANUEVA-SANTANDER.GOV.CO","Registro por la ESP","JOSE ALFREDO JIMENEZ BARON","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"SANTANDER","VILLANUEVA","ASEO","OPERATIVA","MUNICIPIO DE VILLANUEVA","890206250-1","SANTANDER","VILLANUEVA","CARRERA 15 # 13-27","7166216","ALCALDIA@VILLANUEVA-SANTANDER.GOV.CO","Registro por la ESP","JOSE ALFREDO JIMENEZ BARON","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","CANCELACION","STL S.A.  E.S.P.","830134659-1","BOGOTA, D.C.","BOGOTA, D.C.","CLL 113 N.7- 45 TOB OF  911","6373090","lab2stl@gmail.com","Registro por la ESP","JAIME EDUARDO VELEZ RAMIREZ",,
"CAUCA","ROSAS","ACUEDUCTO","OPERATIVA","EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE ROSAS - CAUCA","817007037-8","CAUCA","ROSAS","EDIFICIO CAM ROSAS","8254013","alcideslopez13@hotmail.com","Registro por la ESP","JOSE ALCIDES LOPEZ RUEDA","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","HASTA 2500 SUSCRIPTORES"
"CAUCA","ROSAS","ALCANTARILLADO","OPERATIVA","EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE ROSAS - CAUCA","817007037-8","CAUCA","ROSAS","EDIFICIO CAM ROSAS","8254013","alcideslopez13@hotmail.com","Registro por la ESP","JOSE ALCIDES LOPEZ RUEDA","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","HASTA 2500 SUSCRIPTORES"
"CAUCA","ROSAS","ASEO","OPERATIVA","EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE ROSAS - CAUCA","817007037-8","CAUCA","ROSAS","EDIFICIO CAM ROSAS","8254013","alcideslopez13@hotmail.com","Registro por la ESP","JOSE ALCIDES LOPEZ RUEDA","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","HASTA 2500 SUSCRIPTORES"
"CORDOBA","PUERTO ESCONDIDO","ACUEDUCTO","OPERATIVA","ADMINISTRADORA PUBLICA COOPERATIVA DE SERVICIOS PUBLICOS DE PUERTO ESCONDIDO","812007774-1","CORDOBA","PUERTO ESCONDIDO","CALLE 2a #9-41, BARRIO LA PLAZA","0000000","cooserpues.esp@gmail.com","Registro por la ESP","GERMAN GABRIEL GALVAN GUERRA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CORDOBA","PUERTO ESCONDIDO","ASEO","OPERATIVA","ADMINISTRADORA PUBLICA COOPERATIVA DE SERVICIOS PUBLICOS DE PUERTO ESCONDIDO","812007774-1","CORDOBA","PUERTO ESCONDIDO","CALLE 2a #9-41, BARRIO LA PLAZA","0000000","cooserpues.esp@gmail.com","Registro por la ESP","GERMAN GABRIEL GALVAN GUERRA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"MAGDALENA","SAN SEBASTIAN DE BUENAVISTA","ACUEDUCTO","OPERATIVA","COOPERATIVA DE SERVICIOS PÚBLICOS DE SAN SEBASTIAN LIMITADA.","819006148-1","MAGDALENA","SAN SEBASTIAN DE BUENAVISTA","Carrera 4 No. 6 - 95 centro","5093791","rugenuma@hotmail.com","Registro por la ESP","NUMA JOAQUIN DE LA PENA OSPINO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"MAGDALENA","SAN SEBASTIAN DE BUENAVISTA","ASEO","OPERATIVA","COOPERATIVA DE SERVICIOS PÚBLICOS DE SAN SEBASTIAN LIMITADA.","819006148-1","MAGDALENA","SAN SEBASTIAN DE BUENAVISTA","Carrera 4 No. 6 - 95 centro","5093791","rugenuma@hotmail.com","Registro por la ESP","NUMA JOAQUIN DE LA PENA OSPINO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
,,"Inscripción Oficio Delegada AAA",,"ACUEDUCTO INTERVEREDAL VEREDAS PASCA","808004071-2","CUNDINAMARCA","PASCA","PALACIO MUNICIPAL",,,"Registro por oficio","REPRESENTANTE LEGAL",,
,,"ENERGIA ELECTRICA","OPERATIVA","EAT ELECTRIFICADORA DE LA ZONA RURAL DE TUMACO","840000937-3","NARINO","SAN ANDRES DE TUMACO","CALLE DEL COMERCIO SECTOR BAVARIA","7271700","zoetumaco@hotmail.com","Registro por la ESP","TULIA ROCIO QUINONES VALENCIA","ORGANIZACION AUTORIZADA","ZONA NO INTERCONECTADA"
"BOYACA","COMBITA","ACUEDUCTO","OPERATIVA","UNIDAD DE SERVICIOS PUBLICOS DEL MUNICIPIO DE COMBITA","891801932-1","BOYACA","COMBITA","CALLE 3 No. 5 - 63 - PALACIO MUNICIPAL","7310010","infraestructuraysp@combita-boyaca.gov.co","Registro por la ESP","NELSON PEREZ SUAREZ","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"BOYACA","COMBITA","ALCANTARILLADO","OPERATIVA","UNIDAD DE SERVICIOS PUBLICOS DEL MUNICIPIO DE COMBITA","891801932-1","BOYACA","COMBITA","CALLE 3 No. 5 - 63 - PALACIO MUNICIPAL","7310010","infraestructuraysp@combita-boyaca.gov.co","Registro por la ESP","NELSON PEREZ SUAREZ","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"BOYACA","COMBITA","ASEO","OPERATIVA","UNIDAD DE SERVICIOS PUBLICOS DEL MUNICIPIO DE COMBITA","891801932-1","BOYACA","COMBITA","CALLE 3 No. 5 - 63 - PALACIO MUNICIPAL","7310010","infraestructuraysp@combita-boyaca.gov.co","Registro por la ESP","NELSON PEREZ SUAREZ","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ASEO","OPERATIVA","ECOCAPITAL INTERNACIONAL S.A  ESP","830133755-4","BOGOTA, D.C.","BOGOTA, D.C.","CALLE 14 C No. 123 52","4155637","CONTABILIDAD@ECOCAPITALINTERNACIONAL.COM","Registro por la ESP","CARLOS ALBERTO RUEDA BUENO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAS DE 2500 SUSCRIPTORES"
"SANTANDER","ALBANIA","ACUEDUCTO","OPERATIVA","UNIDAD DE SERVICIOS PUBLICOS DEL MUNICIPIO DE ALBANIA SANTANDER","800099455-5","SANTANDER","ALBANIA","Calle 2 Nº 3 81","0000000","PAULINA.RU94@GMAIL.COM","Registro por la ESP","HUMBERTO URIAS SIERRA SANCHEZ","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"SANTANDER","ALBANIA","ALCANTARILLADO","OPERATIVA","UNIDAD DE SERVICIOS PUBLICOS DEL MUNICIPIO DE ALBANIA SANTANDER","800099455-5","SANTANDER","ALBANIA","Calle 2 Nº 3 81","0000000","PAULINA.RU94@GMAIL.COM","Registro por la ESP","HUMBERTO URIAS SIERRA SANCHEZ","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"SANTANDER","ALBANIA","ASEO","OPERATIVA","UNIDAD DE SERVICIOS PUBLICOS DEL MUNICIPIO DE ALBANIA SANTANDER","800099455-5","SANTANDER","ALBANIA","Calle 2 Nº 3 81","0000000","PAULINA.RU94@GMAIL.COM","Registro por la ESP","HUMBERTO URIAS SIERRA SANCHEZ","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
,,"Inscripción Oficio Delegada AAA",,"CORP.SERV.ACUEDUCTO Y ALCANTARILLADO VEREDA STO.DOMINGO-LEB","804004966-4","SANTANDER","PINCHOTE","PALACIO MUNICIPAL",,,"Registro por oficio","REPRESENTANTE LEGAL",,
,,"ENERGIA ELECTRICA","OPERATIVA","EMPRESA DE ENERGIA DE MAGUI PAYAN S.A E.S.P","840000929-4","NARINO","MAGUI","calle tercera","3108956","ENERMAGUI2020@GMAIL.COM","Registro por la ESP","MANUEL HENRY LUNA MOSQUERA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","ZONA NO INTERCONECTADA"
,,"Inscripción Oficio Delegada AAA",,"AGUACLARA DEL CARIBE S.A. E.S.P.","802024917-1","ATLANTICO","BARRANQUILLA","CALLE 45 NO 32 - 91",,,"Registro por oficio","REPRESENTANTE LEGAL",,
"MAGDALENA","CERRO DE SAN ANTONIO","ACUEDUCTO","OPERATIVA","ACUEDUCTO CERRO DE SAN ANTONIO","891780042-8","MAGDALENA","CERRO DE SAN ANTONIO","Calle 4 Kra 1 Esquina","5091801","alcaldia@cerrosanantonio-magdalena.gov.co","Registro por la ESP","RICARDO JAVIER DEDE RAMOS","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"MAGDALENA","CERRO DE SAN ANTONIO","ASEO","OPERATIVA","ACUEDUCTO CERRO DE SAN ANTONIO","891780042-8","MAGDALENA","CERRO DE SAN ANTONIO","Calle 4 Kra 1 Esquina","5091801","alcaldia@cerrosanantonio-magdalena.gov.co","Registro por la ESP","RICARDO JAVIER DEDE RAMOS","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"MAGDALENA","SANTA ANA","ACUEDUCTO","OPERATIVA","MUNICIPIO DE SANTA ANA MAGDALENA","891780056-0","MAGDALENA","SANTA ANA","CALLE 2 No.  5-66","5931633","alcaldia@santaana-magdalena.gov.co","Registro por la ESP","WUILLMAN ANTONIO BERMUDEZ SIVERA","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"MAGDALENA","SANTA ANA","ALCANTARILLADO","OPERATIVA","MUNICIPIO DE SANTA ANA MAGDALENA","891780056-0","MAGDALENA","SANTA ANA","CALLE 2 No.  5-66","5931633","alcaldia@santaana-magdalena.gov.co","Registro por la ESP","WUILLMAN ANTONIO BERMUDEZ SIVERA","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"MAGDALENA","SANTA ANA","ASEO","OPERATIVA","MUNICIPIO DE SANTA ANA MAGDALENA","891780056-0","MAGDALENA","SANTA ANA","CALLE 2 No.  5-66","5931633","alcaldia@santaana-magdalena.gov.co","Registro por la ESP","WUILLMAN ANTONIO BERMUDEZ SIVERA","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"MAGDALENA","PIJINO DEL CARMEN","ACUEDUCTO","OPERATIVA","COOPERATIVA DE SERVICIOS PUBLICOS REGIONAL PIJIÑO DEL CARMEN LIMITADA","819006911-3","MAGDALENA","PIJINO DEL CARMEN","Cra 8 CON CALLE FLORES ESQUINA","6856567","lapererz84@hotmail.com","Registro por la ESP","LUIS ALBERTO PEREZ  NAVARRO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"MAGDALENA","PIJINO DEL CARMEN","ALCANTARILLADO","OPERATIVA","COOPERATIVA DE SERVICIOS PUBLICOS REGIONAL PIJIÑO DEL CARMEN LIMITADA","819006911-3","MAGDALENA","PIJINO DEL CARMEN","Cra 8 CON CALLE FLORES ESQUINA","6856567","lapererz84@hotmail.com","Registro por la ESP","LUIS ALBERTO PEREZ  NAVARRO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"MAGDALENA","PIJINO DEL CARMEN","ASEO","OPERATIVA","COOPERATIVA DE SERVICIOS PUBLICOS REGIONAL PIJIÑO DEL CARMEN LIMITADA","819006911-3","MAGDALENA","PIJINO DEL CARMEN","Cra 8 CON CALLE FLORES ESQUINA","6856567","lapererz84@hotmail.com","Registro por la ESP","LUIS ALBERTO PEREZ  NAVARRO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CUNDINAMARCA","VIOTA","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO REGIONAL VEREDAS DE ARABIA,CAROLINA,NEPTUNA,LA RUIDOSA,PUEBLO DE PIEDRA, GLASGOW.CALANDAIMA Y MAGDALENA","890680351-6","CUNDINAMARCA","VIOTA","VEREDA ARABIA CASA SEDE","8349268","regionalarabia_acueducto@hotmail.com","Registro por la ESP","JESUS ALBERTO LOPEZ ACOSTA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CUNDINAMARCA","FOMEQUE","ACUEDUCTO","OPERATIVA","SECRETARIA DE SERVICIOS PUBLICOS DOMICILIARIOS DE FOMEQUE","899999364-5","CUNDINAMARCA","FOMEQUE","Carrera 2 No. 5 - 41","8485007","alcaldia@fomeque-cundinamarca.gov.co","Registro por la ESP","JORGE ARTURO ROMERO ROMERO","MUNICIPIO (PRESTACIÓN DIRECTA)","DESDE 2501 HASTA 5000 USUARIOS"
"CUNDINAMARCA","FOMEQUE","ALCANTARILLADO","OPERATIVA","SECRETARIA DE SERVICIOS PUBLICOS DOMICILIARIOS DE FOMEQUE","899999364-5","CUNDINAMARCA","FOMEQUE","Carrera 2 No. 5 - 41","8485007","alcaldia@fomeque-cundinamarca.gov.co","Registro por la ESP","JORGE ARTURO ROMERO ROMERO","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"CUNDINAMARCA","FOMEQUE","ASEO","OPERATIVA","SECRETARIA DE SERVICIOS PUBLICOS DOMICILIARIOS DE FOMEQUE","899999364-5","CUNDINAMARCA","FOMEQUE","Carrera 2 No. 5 - 41","8485007","alcaldia@fomeque-cundinamarca.gov.co","Registro por la ESP","JORGE ARTURO ROMERO ROMERO","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"NORTE DE SANTANDER","PAMPLONITA","ACUEDUCTO","OPERATIVA","UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO DEL MUNICIPIO DE PAMPLONITA","890506116-8","NORTE DE SANTANDER","PAMPLONITA","Palacio Municipal Cra 3 No 2-08","5684999","unidadpamplonita@gmail.com","Registro por la ESP","SAMUEL MEJIA ARAQUE","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
,,"ENERGIA ELECTRICA","OPERATIVA","COMERCIALIZADORA DEL CAFE S.A.S. E.S.P.","830147341-1","CUNDINAMARCA","VILLAPINZON","calle 2 # 4-13","8415654","INFO@ENERGIACAFE.COM.CO","Registro por la ESP","MARTHA NELLY PENA PRIETO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","SISTEMA INTERCONECTADO NACIONAL"
"NORTE DE SANTANDER","PAMPLONITA","ALCANTARILLADO","OPERATIVA","UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO DEL MUNICIPIO DE PAMPLONITA","890506116-8","NORTE DE SANTANDER","PAMPLONITA","Palacio Municipal Cra 3 No 2-08","5684999","unidadpamplonita@gmail.com","Registro por la ESP","SAMUEL MEJIA ARAQUE","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"NORTE DE SANTANDER","PAMPLONITA","ASEO","OPERATIVA","UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO DEL MUNICIPIO DE PAMPLONITA","890506116-8","NORTE DE SANTANDER","PAMPLONITA","Palacio Municipal Cra 3 No 2-08","5684999","unidadpamplonita@gmail.com","Registro por la ESP","SAMUEL MEJIA ARAQUE","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"ANTIOQUIA","SALGAR","ACUEDUCTO","OPERATIVA","EMPRESAS PUBLICAS DE SALGAR  S.A. E.S.P.","811042944-1","ANTIOQUIA","SALGAR","Calle 30 # 32-34","8442476","gerencia@empresaspublicasdesalgar.gov.co","Registro por la ESP","ANDRES FELIPE PINEDA CEBALLOS","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"ANTIOQUIA","SALGAR","ALCANTARILLADO","OPERATIVA","EMPRESAS PUBLICAS DE SALGAR  S.A. E.S.P.","811042944-1","ANTIOQUIA","SALGAR","Calle 30 # 32-34","8442476","gerencia@empresaspublicasdesalgar.gov.co","Registro por la ESP","ANDRES FELIPE PINEDA CEBALLOS","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"ANTIOQUIA","SALGAR","ASEO","OPERATIVA","EMPRESAS PUBLICAS DE SALGAR  S.A. E.S.P.","811042944-1","ANTIOQUIA","SALGAR","Calle 30 # 32-34","8442476","gerencia@empresaspublicasdesalgar.gov.co","Registro por la ESP","ANDRES FELIPE PINEDA CEBALLOS","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","CALI","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA Y ALCANTARILLADO DE EL MAMEYAL","805024911-9","VALLE DEL CAUCA","CALI","CRA 4 OE TRAS 16 - 22 CRISTO REY","6687210","octaviotafurvillegas@hotmail.com","Registro por la ESP","OCTAVIO TAFUR VILLEGAS","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
,,"Inscripción Oficio Delegada AAA",,"MUNICIPIO DE YALI","890980864-1","ANTIOQUIA","YALI","PALACIO MUNICIPAL",,,"Registro por oficio","REPRESENTANTE LEGAL",,
"ANTIOQUIA","ANGELOPOLIS","ACUEDUCTO","OPERATIVA","JUNTA DE SERVICIOS PÚBLICOS DEL MUNICIPIO DE ANGELOPOLIS","890981493-5","ANTIOQUIA","ANGELOPOLIS","Calle 10 Palacio Municipal","8421793","serviciospublicos@angelopolis-antioquia.gov.co","Registro por la ESP","JAIME ALBERTO GOMEZ GOMEZ","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"ANTIOQUIA","ANGELOPOLIS","ALCANTARILLADO","OPERATIVA","JUNTA DE SERVICIOS PÚBLICOS DEL MUNICIPIO DE ANGELOPOLIS","890981493-5","ANTIOQUIA","ANGELOPOLIS","Calle 10 Palacio Municipal","8421793","serviciospublicos@angelopolis-antioquia.gov.co","Registro por la ESP","JAIME ALBERTO GOMEZ GOMEZ","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"ANTIOQUIA","ANGELOPOLIS","ASEO","OPERATIVA","JUNTA DE SERVICIOS PÚBLICOS DEL MUNICIPIO DE ANGELOPOLIS","890981493-5","ANTIOQUIA","ANGELOPOLIS","Calle 10 Palacio Municipal","8421793","serviciospublicos@angelopolis-antioquia.gov.co","Registro por la ESP","JAIME ALBERTO GOMEZ GOMEZ","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"CAQUETA","FLORENCIA","ASEO","OPERATIVA","COMERCIALIZADORA DE SERVICIOS VARIOS S.A. E.S.P","828002730-1","CAQUETA","FLORENCIA","Calle 18A No. 11-30 Piso 2 B/. Centro","4352078","comserva_saesp@hotmail.com","Registro por la ESP","MARIO DANIEL CARDOSO CÓRDOBA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","HASTA 2500 SUSCRIPTORES"
"VALLE DEL CAUCA","CALI","ASEO","OPERATIVA","LIMPIEZA Y SERVICIOS PÚBLICOS S.A.  E.S.P.","805031329-0","VALLE DEL CAUCA","CALI","CALLE 13A # 100-35 OFC. 610","3166681","LYSSAESP@YAHOO.COM","Registro por la ESP","LUZ MARY PEREZ VELASCO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"ANTIOQUIA","SAN CARLOS","ACUEDUCTO","OPERATIVA","UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE SAN CARLOS AGUAS Y ASEO DEL TABOR","890983740-9","ANTIOQUIA","SAN CARLOS","Calle 19 No. 18-71","8358039","datehortua19@gmail.com","Registro por la ESP","MARY LUZ QUINTERO DUQUE","MUNICIPIO (PRESTACIÓN DIRECTA)","DESDE 2501 HASTA 5000 USUARIOS"
"ANTIOQUIA","SAN CARLOS","ALCANTARILLADO","OPERATIVA","UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE SAN CARLOS AGUAS Y ASEO DEL TABOR","890983740-9","ANTIOQUIA","SAN CARLOS","Calle 19 No. 18-71","8358039","datehortua19@gmail.com","Registro por la ESP","MARY LUZ QUINTERO DUQUE","MUNICIPIO (PRESTACIÓN DIRECTA)","DESDE 2501 HASTA 5000 USUARIOS"
"ANTIOQUIA","SAN CARLOS","ASEO","OPERATIVA","UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE SAN CARLOS AGUAS Y ASEO DEL TABOR","890983740-9","ANTIOQUIA","SAN CARLOS","Calle 19 No. 18-71","8358039","datehortua19@gmail.com","Registro por la ESP","MARY LUZ QUINTERO DUQUE","MUNICIPIO (PRESTACIÓN DIRECTA)","DESDE 2501 HASTA 5000 USUARIOS"
,,"Inscripción Oficio Delegada AAA",,"GEOAMBIENTAL S.A E.S.P","821003666-7","VALLE DEL CAUCA","SEVILLA","CRA 51 NO 51 57",,,"Registro por oficio","REPRESENTANTE LEGAL",,
"NORTE DE SANTANDER","LABATECA","ACUEDUCTO","CANCELACION","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO EN EL MUNICIPIO DE  LABATECA","890503680-7","NORTE DE SANTANDER","LABATECA","CALLE 2 CRA 5 PALACIO MUNICIPAL 2 PISO","5674195","alcaldia@labateca-nortedesantander.gov.co","Registro por la ESP","EVELIO VALENCIA PEÑALOZA",,
"NORTE DE SANTANDER","LABATECA","ALCANTARILLADO","CANCELACION","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO EN EL MUNICIPIO DE  LABATECA","890503680-7","NORTE DE SANTANDER","LABATECA","CALLE 2 CRA 5 PALACIO MUNICIPAL 2 PISO","5674195","alcaldia@labateca-nortedesantander.gov.co","Registro por la ESP","EVELIO VALENCIA PEÑALOZA",,
"NORTE DE SANTANDER","LABATECA","ASEO","CANCELACION","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO EN EL MUNICIPIO DE  LABATECA","890503680-7","NORTE DE SANTANDER","LABATECA","CALLE 2 CRA 5 PALACIO MUNICIPAL 2 PISO","5674195","alcaldia@labateca-nortedesantander.gov.co","Registro por la ESP","EVELIO VALENCIA PEÑALOZA",,
"CUNDINAMARCA","ZIPACON","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA QUEBRADA EL ZURRON","832011241-4","CUNDINAMARCA","ZIPACON","FINCA ARANJUEZ SECTOR SAN CAYETANO","8609347","gamarillo21@hotmail.com","Registro por la ESP","GUSTAVO AMARILLO MORA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
,,"Inscripción Oficio Delegada AAA",,"UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DE EL CARMEN","800099238-3","NORTE DE SANTANDER","EL CARMEN","Palacio Municipal",,,"Registro por oficio","ALCALDE MUNICIPAL",,
"MAGDALENA","GUAMAL","ASEO","OPERATIVA","EMPRESA DE SERVICIOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO -ESAGUA E.S.P.","819004186-0","MAGDALENA","GUAMAL","CALLE 9 N° .9-10","4182308","esaguaesp@hotmail.com","Registro por la ESP",,,"HASTA 2500 SUSCRIPTORES"
"MAGDALENA","ZONA BANANERA","ACUEDUCTO","OPERATIVA","UNIDAD MUNICIPAL PARA LA PRESTACION DE LOS SERVICIOS PUBLICOS DOMICILIARIOS DE ZONA BANANERA","819003297-5","MAGDALENA","ZONA BANANERA","PRADO - SEVILLA CASA 9","4225387","adolfovicente1974@hotmail.com","Registro por la ESP","OLMES DE JESUS ECHEVERRIA DE LA ROSA","MUNICIPIO (PRESTACIÓN DIRECTA)","DESDE 2501 HASTA 5000 USUARIOS"
"MAGDALENA","SAN ZENON","ACUEDUCTO","OPERATIVA","ADMINISTRADORA PUBLICA COOPERATIVA DE SERVICIOS PUBLICOS DE SAN ZENON LIMITADA","830506754-9","MAGDALENA","SAN ZENON","CARRERA 2 No 8 -27","6855120","coosepsanz@hotmail.com","Registro por la ESP","DANIEL ALFONSO ACUÑA DÀVILA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
